2338	2339	K562	BJ	HL60	hiPSC	Kera	GW21+3	GW21	NPC	GW16
PSMA6	10.6950438151218	9.66231233034276	9.64776434055749	9.39126507392928	9.78977915725843	9.47808959127137	9.87857435523788	9.24074363897559	8.12722055048807	9.45801692015867	0.777760848727279
PSMB1	10.1313177937489	10.0082044966948	11.1475620689909	9.69628947406986	10.3237175746186	10.4277809784373	10.3539790080679	9.63479290295015	8.79266016937621	9.77254551862151	4.0388823958996
PSMB3	10.0869980018049	9.84665001312021	10.1192986526152	9.7766962139187	10.5039477994319	10.0680898194818	10.1802030100656	8.8819398698457	8.18621330532764	9.36170257355154	2.13604893039246
PSMB4	10.9980140197924	10.4219701256389	9.32166492639775	8.87789758948689	9.29892227874041	10.6535898740189	10.3785342969272	9.92970224652415	10.777756677624	9.73467575374757	8.10187945723128
PSMB5	10.3482418500454	9.3175482840351	11.0324146233439	9.91139198784346	9.43418936018163	10.8173903837	10.6756706513759	10.4378664848412	7.64342331632819	9.43962313755712	6.31341587246219
PSMB6	10.0993016286428	9.58548838742921	10.0103714187087	9.6836789117018	8.94012953282173	10.9320136520654	10.6366423658403	9.45296189305123	10.1566266713824	9.87867936771562	4.67588604044539
PSMB7	9.28137396819447	8.28142006871013	9.90679545317682	9.05289404674744	8.17646335473756	9.52361592832912	9.70999607081495	8.4568882675127	8.74678301696098	9.24038588981292	6.91752064978181
PSMB8	9.82067419342318	9.04971243972445	0	5.73903797911741	5.91498089522868	4.55764279837986	5.68731265161432	0	0.475084882948783	0	0
PSMC6	8.73960719515254	7.28567963354263	7.74617732311318	7.83295328887543	4.72702706387255	8.33527081484554	8.32090240585989	1.18269229751619	3.27649666564036	8.47601707907175	0
PSMD10	7.4272393683856	5.73606362787181	6.80785945306702	6.68313498512609	2.07882909014818	6.51973282807849	6.99427606298774	3.64500988439109	0	4.24412594328373	0
PSMD13	6.33260559309382	7.65191274464578	8.01956881131053	6.95116812883891	7.40542514829295	7.13488075908778	7.89102426920125	6.83048351645765	0	5.31505896631662	0
PSMD4	8.44711003379754	8.21237478756727	8.71887516828192	7.1532986828549	7.19789082618416	8.51519484591998	8.10293139043681	6.96150757468309	9.09937411271659	6.47897180503294	0.663843682088024
PSMD6	7.84790836768016	7.83073702112196	7.77493096280765	8.29411525762366	6.42726777953091	8.18249350743234	8.22830858480489	7.17990909001493	1.29865831556452	6.35279382940117	0
PSME1	10.608220715674	10.4678704273977	7.31654126194166	8.98993372431032	7.71545254352466	8.07978727717577	8.92246597859111	1.41683974191283	7.92860719930895	8.24982454861618	1.30440462133776
PSME2	11.1270880615974	11.173027465006	8.67579593092517	9.35224210003192	8.28191732760904	8.52010970316972	9.79173855269011	0	0	4.66789212523023	0
PSMG2	7.77636722957392	7.56757586852411	7.51717830907119	7.96405201104085	8.16146365058194	7.8063889038956	7.67708241251435	0	0	5.88264304936184	0
PSMG3	7.54249971132588	7.63539164076898	7.26666581529377	5.43862553808838	5.36126093317235	6.36014831867169	6.68112966438143	0	0	0	0
PTRH2	5.96043328293104	6.63008507000212	7.41647968698836	6.49729300866279	1.20043288878313	6.53432352461579	7.42353693599111	0	0	1.790772037862	0
PTRHD1	6.52666774201733	5.68453824857773	7.04731086428921	5.55612281784117	0	7.73384067535622	6.56995372889836	3.39094277280254	3.5933537709803	7.73809225962049	0
PTS	7.40349655552437	0	5.86090353615084	7.95355626337201	0	4.986806355204	7.13500546052645	0	0	0	0.919979793744766
PTTG1	8.07871345414445	8.59466050932853	9.13389955273658	9.63657024659033	8.32550050419585	10.3155143711938	9.93784350163166	0	1.20789285164133	10.7466486753052	0
RAB13	7.5470802630317	3.10433665981474	5.82863030331183	7.35587962068554	0	6.35737419907873	6.45323154815022	0	2.8011586560937	5.94556088599388	0
RAC2	0.906249112666782	9.14121307548434	6.91120857154038	3.96901230751632	7.59180688478608	0	5.11538526909588	0	0	0	0
RAD51C	5.69130423241831	5.66362925881475	7.91612957227559	6.57561487761963	1.24032644559242	5.8509081920123	5.34420139478449	0	0	0.831877241191673	0
RAE1	7.29176326743793	6.34890516116841	7.61667509737148	5.9174317553901	4.48516685599976	6.25465691116546	6.83342688409036	6.51743318407169	0	6.06004738366994	0
RBM4	7.4846388922247	6.75100838840963	8.12079378772004	6.96428310106872	4.29455776833939	8.31135634913781	7.48931770679951	8.51214785854752	1.23266075679027	7.91342800143848	7.55663770595505
REXO2	7.55860107505263	0	7.85404720264457	9.10194941602351	4.46982192750343	7.72136558815102	8.09419250097777	0	3.86492897228979	1.46466826700344	0.507177646488535
RFC4	3.58706336871046	3.4931349223055	7.35973798521952	6.42827641439251	4.45103377398218	7.62609036631323	6.74796570913232	0.970853654340484	0	7.10160805850212	0
RHOC	8.57781079726918	2.25096157353322	7.80075233416344	9.43579525437006	0	5.38307560382348	8.67777432450289	0	7.51916444980607	6.32696871158789	0
RNASEH2A	1.46330337062566	3.97269265400426	7.21214328700753	6.10181813422741	0	7.49537440389238	6.3744605295074	0	0	4.81557542886257	0
RND3	9.81438558283782	0.22650852980868	0	9.00711138660134	0	6.1082014219765	7.35111353071534	5.93451650158608	6.38956681176273	5.95210055416844	1.41905232664267
RNF181	7.50770389113282	6.6130895830383	7.32600623067158	8.02680005934372	7.1176346624829	6.99748958809647	7.30335211199077	0	0	4.52544250601812	0
RPA2	5.92202657419174	8.82263455985913	8.57604237914621	6.98128185405741	6.42309054265885	6.91599476591531	7.23290180177649	1.88362081628567	0	6.20574438506276	0
RPF2	7.49987672551125	8.01402047031493	8.88594186100402	7.67150568442538	8.22678366163489	7.78707213537341	7.72640969179835	1.63691458035588	0.55581615506164	0	0
RPL19	11.4182781317863	12.1177924275309	11.3949288202168	11.4315132742856	12.0599359730275	11.9630275195405	11.8199670114366	10.7377036594443	11.0351839966183	11.4816430471543	9.63350841895257
RPL21P28	10.7917459174658	12.3218717385116	11.5357824699895	11.392027566534	12.2731382088863	12.161913385581	11.5691919822963	11.0170241187723	10.84432915538	12.025108409698	11.0036976402078
RPL26L1	7.97515948735617	7.4487357980294	7.65721048544912	8.41667087727392	7.7891034850299	6.98453089423528	8.06779383089296	7.16812050459556	0.526068811667588	6.04308198189566	0
RPL36AL	10.3876144085378	10.2279648433086	9.82571399614928	10.525364198691	10.7663008006912	10.0620045893898	10.7309616165845	8.41848513714593	9.92335720076797	8.81070015418721	6.40140058011484
RPP21	7.05529583142296	6.76434084667018	8.4879755693411	7.03364324351038	0	7.27834748845806	7.12117069816031	0	3.2585189247113	6.32517051237605	0
RPS16	10.5949212132096	11.4853110929456	10.933538399187	10.4080006116433	11.3488978054642	11.0178453196005	10.8299019161641	8.6347384599158	9.03562390973072	10.4956751783456	7.56499855152433
RPS28	9.69535760900011	11.4709740161447	11.556873925737	11.0853994262907	11.9327420500356	11.4586590765482	11.3034704445495	9.9711411526059	9.7247525772281	11.0705369174907	9.51001294945311
RPS4Y1	0	0	0	10.0258870224755	0	9.53784638776314	10.0471641550228	0	0	10.1820342554887	0
RPS5	10.1919192162308	11.487573773749	12.0943083152369	10.7574566835066	11.9533994091858	11.5765689224107	11.7160598713071	10.3851721572022	10.3816078385578	10.589669870534	8.58600615097912
S100A10	9.8900671367674	0	0	7.58541327249201	0	6.98488887942191	10.9173492791445	1.51096191927738	8.13216552547809	0	0
S100A11	12.7635762844765	7.5184564558243	9.09567262846312	12.0196358987382	7.83255663861883	8.96889285994191	13.0125575649929	0	1.48542682717024	0	0
S100A13	7.44957007179787	0	5.87308902249604	8.64641470346255	0	7.08237173374119	7.9148377400522	0	0	0	0
S100A16	9.88952473167918	0	0	9.63540978046081	0	5.77122056616319	10.5414944253759	0	0	0	0
S100A6	9.38975477476169	0.7311832415722	0	12.1895497042352	0	5.58132843423532	10.4872059461002	0	2.48026512205446	0	0
SARNP	7.99926496418106	8.15997222101611	8.24793236841078	8.70092515883047	7.40529871997739	9.02958092591948	8.86917310739327	8.64031724995088	9.97239110382268	8.43216604085687	4.88987116651921
SAT1	13.6968154615279	7.8293421939028	5.47337215466307	8.58214198165878	1.71129143281821	7.27156097783111	9.42575217089825	10.0893180569531	7.20114373205303	7.06511989062899	1.58180571921521
SDCBP	9.33272986779242	0.27500704749987	7.40118795277012	8.66345136574052	1.32478473800927	7.7443548182753	8.30841977944407	9.27059901977721	9.8972101673917	8.03177011416067	4.39333035990644
SDHB	8.01900317260495	8.43295940727611	9.59386714604579	8.36352154354655	8.25794926079999	7.85846088055563	8.76637657299439	0	0	1.83592407425437	0
SDHD	7.96525853084908	8.9602626365306	9.42197253139513	8.82470421840183	7.9881159402321	8.71433046728256	8.47414834154722	0.985500430304885	0	7.21916852046216	0
SEC11A	7.40522293770671	6.97257778517655	7.71206975847149	8.31876874268273	4.76240208871347	8.18281895971952	7.76479371569068	1.09085343045111	8.09929520433777	8.06748814148907	0
SEC11C	6.42006689910083	8.97303720562177	5.60625840629487	5.85798099512757	6.54076035999709	6.53121146171389	7.57664801122795	8.58153955659967	0	6.3361048254481	0
SEC13	7.46695252591338	7.76427448993117	8.72904021436113	7.75608924737322	5.25905509946995	7.69023485155249	7.77177812450274	3.99186193055632	0.6959938131099	1.60880924267552	0
SEC61B	9.01396484251189	8.98253731439927	8.47995180626363	9.42798322200124	8.27845783059988	8.67610727643072	9.0583810486973	8.42785754987693	7.977566144122	7.9711411526059	4.5498011983268
SEC61G	8.93653052262984	8.38171597769485	8.13143999921328	9.8810833623646	8.51317580217521	8.90910450868136	9.10553230003383	8.54067052168294	6.92326805288542	6.99310822155539	2.7974235448265
41532	8.15634711625895	7.88160344540464	7.78442679198922	8.42601309989885	6.16809225582853	7.51214149454834	7.77280070049299	2.23266075679027	0	5.60673831741759	0.565465434913224
SEPW1	9.06062471193909	4.72628628972067	8.46248090186571	9.42122329922514	6.64717248108684	9.81723484410897	9.9453518748009	9.17839097435731	7.8642480615677	8.36815720409731	4.05944977786104
SF3B5	8.31279606863497	7.82247523230804	9.86675438157441	8.97280751368673	9.08484576981611	8.47139283163571	8.44014573137927	7.5406317796541	8.32300971061281	8.34238584754296	4.02091060309536
SFT2D1	7.67509281131447	7.06253190271762	7.58209860881372	7.68999797141945	7.05536088272279	7.64113769796018	7.47992603904945	0	0	0	0
SH3BGRL3	8.39927350856857	8.65556649940246	8.6119658780759	11.175006800616	6.30644689284469	8.45614175805781	10.5025259788368	7.77656462918302	9.45965702212825	7.62899225714273	1.18881176881786
SIVA1	0	8.331051284435	6.53620809508504	5.94626298433245	8.00367778442086	7.55397143782158	8.10281654136398	0	0	6.33306587807636	0
SLC1A5	7.87689129571816	6.87737616854864	7.85184120298016	7.01178633120661	7.57549643127169	6.58643338339318	7.11572064446836	0	0	0	0
SLC25A5	10.373701183489	10.4813554571921	11.5600075491058	10.0808841324901	10.2407120621049	11.0238843548893	11.2107679363706	8.07124781946144	8.26762942788613	8.09961081196091	4.35560754101342
SNHG1	5.47769200435685	7.91492323926577	8.39773405383857	6.01769925269303	7.78063048597887	8.34675913282287	7.03093463257637	0	0	7.82145511910246	0
SNHG5	9.00012823124896	9.86717061076167	9.77743981828668	9.16236615061328	7.6716424486613	10.1054872445234	9.52469659472107	6.42441826594578	4.37851162325373	8.65352583606003	0
SNHG6	0	7.88514725170844	8.26297926838182	7.6398833131998	8.16233412470629	8.63966601245143	7.54835272295438	7.27733390042982	8.7074626710717	8.06441943551518	6.37228732938687
SNHG8	7.01209210670744	6.69710657447698	8.03132593411607	7.25001411501037	7.51494994855418	8.26719347047381	7.70556444004811	0	1.04264433740849	5.95512678126137	0
SNRNP25	6.00444844835027	6.97338167497138	7.80720028788674	4.58796498888268	4.02325507946313	6.60264001511044	7.69397450066141	0	0	5.10097764772482	0
SNRPA1	7.73632975895104	9.06536227664687	8.43552012455461	7.68825030913318	7.58377097285421	8.95513190348951	8.42451439400709	4.17232749165762	0.650764559116902	8.53741255908016	0
SNRPC	8.80917832518183	8.80380823450765	10.149480949638	8.32116145949133	9.08145284790053	9.03266523027192	9.07235382272478	7.51388547459572	8.47329987114132	7.93934413283448	2.60174154435498
SNRPG	9.60683157214665	10.4878299871652	11.3684453157342	10.0674343607565	11.0063764711501	10.6163939789031	10.566861709459	9.31129420891343	8.61098789926413	9.95153242921126	7.95145245729933
SOD1	9.77218065981668	9.3968188150137	10.1225740580695	9.59015660975617	9.86365648741022	9.81838813935302	9.71724428161057	9.64160021583436	8.41312014640349	8.98133894414432	6.88954825740115
SOX4	10.3658107364172	6.66149309282422	0	5.77452352959023	5.29617282696066	9.94970059015683	5.99592076387403	12.5016904205281	10.4455632555186	9.18172375409479	12.8551854594486
SPAG7	7.31124410323061	7.88490313054522	5.31226157729796	5.10349763970334	0	7.79913723598331	7.25190755326309	2.86789646399265	6.45844762743792	5.92029330021101	0
SPARC	0	0	0	9.72795447998839	0	6.75281479659976	7.74648689951628	0.37851162325373	5.84473714406068	7.35040884394425	0.851949018956752
SPCS1	9.03637689254976	8.49337513793657	8.09466039783355	9.03143930931934	8.73031013818089	8.7037358978755	8.43146902152728	6.65535182861255	6.97773784924282	7.73599595766186	0
SRA1	6.88470820364938	7.28928117848199	7.04480764128119	7.04668749222387	2.49138273129182	6.27661611708971	6.83732142066054	0	0	2.77188557851537	0
SRGN	0	7.4967339638283	6.91520572877434	5.60584986719498	10.9948554833518	0	0	0	0	0	0
SS18L2	5.61866629529896	7.7382949659938	7.9570151880886	7.12773644358883	6.29105216873072	7.26727160513708	7.22043116518094	4.8801957289431	0	5.55581615506164	0.694783405881363
SSBP1	9.43819351910512	9.60856901986529	10.6819629626417	9.27409855666785	9.81396550241676	9.93335297104045	9.5120595692802	8.91208096112235	9.93230334873868	9.26950074929889	1.99143748044903
SSR4	10.3710591764467	9.0459780282111	9.17585188998109	9.41030294026616	9.94222950434826	8.5482893172261	9.28695019249065	8.77379857375169	5.95279947789994	6.2137360959228	0
SSSCA1	7.19750967024098	6.84172158112846	7.030354356968	6.81365294595797	5.90100651520105	5.91416526831956	6.88282574618261	0	0	0	0
SSU72	7.05307102196457	4.97911075501579	7.53105060808729	7.05766687679971	6.11733760993659	6.24664733507763	7.11774802825376	6.3212065669699	0	0	0
STOML2	6.25754121095821	7.56841219146128	7.83576605532632	6.66049513188851	7.56401572374744	8.4646400290741	8.18323663972962	0	0.298658315564515	6.43529521564717	0
STRA13	5.88645661087906	6.90652987675656	8.75400976720207	6.61691636257881	7.05970320962978	7.34414058686665	7.03642474249884	5.57984388621158	0	3.96624587322494	0
STX8	5.94280624664117	5.18507363787676	3.60405571262043	7.16540952031982	0	6.29876614577633	6.2200790119746	0	0.545968369105293	4.40667271575583	0
SYPL1	7.93136916068573	4.86443379636562	7.23998484054491	7.88245964426709	3.22804822627467	6.90000248678655	8.29425324697536	0	0.443606651475615	0.565597175854225	0
Spike1	0	2.53106949272595	0	0	0	14.8870568511498	0	5.88752527074159	0	17.0454063446576	0
TAF9	8.47217587987117	9.45777074396908	9.87607067290169	9.32294213338184	8.02640614150966	9.40034809450907	9.46273719238349	8.53399154582028	7.98771878020456	7.19829769486015	1.48920765635368
TAGLN2	9.04914837939512	7.71630503984442	9.37983996138725	8.96454303311222	8.56367394925866	2.42988540810437	9.32853789895395	0	9.65703256217783	0.863938450423971	1.2168269355247
TALDO1	8.76435014509913	8.75528819513671	9.75488752844714	8.76135176772897	9.74307447557075	8.86384519287307	7.99073207654029	6.74846123300404	2.03210084316702	6.56514016881565	3.49271264399066
TAX1BP3	6.51097593424195	0	2.76587474788158	6.74456477837141	0	4.72116759852156	8.09700062870151	0	7.77643303244473	0	0
TBPL1	6.66202801079154	5.33019983285091	6.97900465486937	6.91396646559834	0	6.41885967018972	5.17672119664286	0.782408564927373	0	0.505890929729957	0
TEX30	4.31697639984947	0	6.34269116679046	7.84749588378871	4.54182661902897	2.25108254357157	7.01185087054541	0	0	0.659924558402378	0
THOC7	6.57922106069117	7.09592441999854	6.53641479659733	7.64038956005495	6.11329889316868	6.85064733345183	7.76827561217432	1.14404636961671	0	7.08746284125034	0
THYN1	3.24508448475843	8.0532199690443	7.67105636081776	7.23524837937284	6.0059225981337	8.46928785180622	7.37702965578926	4.01435529297707	0	7.78985964091365	2.87320744549962
TIMM10	8.72681396923987	8.45635441510829	9.09279840992712	7.46474993900329	8.75840835000158	7.85473576660805	8.75993499656562	6.43629511983936	6.7356575589924	4.02236781302845	0
TIMM17A	8.4493536515465	6.98913900736823	9.13640887051844	8.75632280385071	7.77194713475697	7.49156020317754	8.4627828687704	8.61227876960785	8.0989795276564	5.53449743373817	0.962278000843277
TIMM21	4.90164637792309	6.39574832817903	7.2703369648605	6.95210055416844	6.34702571173037	6.35432069574807	6.42905540037446	0	0	0.443606651475615	0
TIMM23	7.48323445320647	7.73646958248901	8.84961419749771	8.01385302983957	7.56690650619808	8.10948274740449	7.60857476639971	6.57015930163612	0	6.58616424593091	1.18897831690506
TIMP1	7.81784066069513	3.70487196445635	7.9487406266785	11.7185414380322	0	6.31941892429352	8.01641982476859	0	0	4.63691458035588	0
TK1	7.38440212734836	5.85399564717639	7.90583815614541	6.82043428407604	0	5.66187093794179	7.64687796401329	0	0	5.25625587320273	0
TMEM106C	6.38648911709643	7.66434061183981	6.60858749806943	8.18135106418884	1.78801916838104	4.38942624648176	7.71242556046387	0	0.66902676550963	7.17861505911909	0
TMEM126A	6.46933662105288	5.04745114041639	6.24202162287086	7.47630067142003	2.5326913714675	6.82124894217368	6.48969672534471	0	0	5.84297883178833	0
TMEM126B	7.39926305182781	5.94368695159709	7.88444416770194	7.95698592461258	6.86661569594672	7.48681395558536	6.76974205399029	7.43812647955095	0	6.32246900411355	0
TMEM147	7.86767506186654	2.27798474729977	5.97945692573413	5.6406787642337	6.65727288724973	7.57856705791575	7.09149325562631	0	0	5.40769264866568	0
TMEM14A	7.42768542667337	6.79246495997995	5.08071800694	8.82441782732577	0	5.20312971884525	7.25376770990208	7.26753579806874	5.93121027480393	7.31723170022261	0
TMEM14B	8.44381933230855	8.51088282198627	9.43558553456946	8.45294130797121	8.20006328591422	8.23887451571044	8.80702347115258	4.17392693199981	6.19770815795585	7.2585189247113	2.79467201896115
TMEM14C	8.11328491232603	6.86294724802092	9.00326054455804	8.7309116243181	2.98917562097349	8.22740668871148	8.73562687912654	7.02103547951136	3.66448284036468	7.86839045305445	1.04427434850512
TMEM208	7.63177635760325	7.34598176596164	7.80609112824755	7.51609396341718	8.47279937681326	7.29429856831807	7.6814183000254	1.53106949272595	6.1139504824225	0.765534746362977	0
TMEM219	6.48378159231284	4.0408924306469	6.44645948057793	6.84787166717461	3.90440295201978	6.67010943354816	5.72182533918122	0	0	7.73281187208294	0
TMEM60	5.97328136736897	0	6.42288762452551	7.977566144122	0	6.68365276738534	5.40941090395878	0	0	7.48236429255538	0
TMSB15A	0	0	0	2.97269265400426	0	8.58828893807512	0	8.8141658586079	4.86245139132558	10.9359679607623	9.57538391802574
TMX2	7.02493666001978	5.12556845177803	8.08068326904661	6.84348142543246	5.52387524465048	6.01413098126336	6.30837067171344	5.28577209324984	4.76553474636298	0	0
TOMM5	9.40729862105744	9.10179187643457	10.566916895653	9.60760772842999	9.20682455790389	9.6706765645024	9.47654349386664	8.39587682854646	5.27984269352035	9.88302506844017	0
TOMM6	8.14529323706837	8.16786970143083	9.75941405045995	8.38253757034903	9.13354316712248	8.21958943766262	8.6085966087545	6.10307794659757	2.60880924267552	6.95105153328861	0.643440573894081
TPM1	8.49979282554189	0	3.23614639974968	10.0996371094799	0	8.36002256017284	6.18138539206391	0	0	7.56025639801327	0
TPRKB	7.10791663100598	6.78201533500419	6.86198536292817	7.18378423312753	6.24185590137886	6.89128816544389	7.44050573167144	0	0	7.5330181855701	0
TRAPPC2L	7.19479853305415	8.18799532722078	8.1930451233265	6.999774561287	7.80779371565709	7.3408400627879	7.70241169241793	0	0	5.82273014794452	0
TRAPPC4	7.32556975090039	6.55136220398739	8.17783735144027	8.71702517857554	5.76818274620138	8.21450798152324	7.47389337565687	2.30742852519225	6.66391384211598	6.78829418814312	0
TRIAP1	6.6484502763752	8.20373952102305	7.92727305597198	7.36518509741176	5.42501190116567	7.85016262097351	6.22055419302765	0	0	6.66220549965362	0
TRMT112	9.24140498200637	9.30856656661821	9.36250783908458	8.842664621825	9.57467087428754	9.86679141840125	10.1028909681529	2.06004738366994	8.07804403634318	9.27754313323204	2.33444249213312
TSTD1	8.78736496917366	5.40769264866568	0	0	0	8.13694923129388	6.46401856570413	0	7.36649707577453	4.82374936030827	0
TUBA1A	0.951133284541536	0.941106310946431	2.53939029907527	9.50020452359068	0	9.16716756514731	4.92622222944662	14.3581779621634	14.0258593456692	12.2691383703098	14.0086840194703
TUBB4B	7.06009611670209	8.12396617498933	9.05588194992193	8.38607803400871	6.23263012938242	7.22251837048993	9.50889925760788	0.956056652412403	0.622930350920177	7.90520646879571	0.194783405881363
TUBG1	5.6345890597733	5.09887428674445	7.50993328134368	7.43654498764143	0.5	6.75457685510085	7.70572953701102	1.11103131238874	0	4.13504228623365	0
TXN2	7.94263214919965	8.03468893397434	8.49904735341488	6.69111536525274	7.56368510939372	6.53790710646718	7.66506455167793	0.823749360308273	4.48026512205446	5.89360490485829	0
TXNDC9	6.82707764624127	4.45811948117451	6.6478178528271	8.15603249888887	3.63734049420228	6.65097896891276	7.69909120890764	0	0	4.0866139474095	0
UBE2C	6.81226146306684	9.10682463009568	0	7.51435900688911	5.76840257208809	8.13194514123153	7.7097910098859	0	0	10.8168076741069	0
UBE2L6	9.02536882310161	6.44161626940656	0	6.50318969917099	0	5.58437632430042	4.28051640070845	1.49569516262407	6.09085343045111	3.64961545906341	0
UBE2T	7.46937990620156	7.40811740799184	8.1929917034685	8.97727992349992	5.36142882023809	7.41347275819569	8.14765472437557	5.19298316997399	0	8.57697555420653	0
UBE2V2	8.09901797627734	8.53908124477339	8.14479444917657	8.53931393126741	6.75432746125523	8.87164277315453	8.0962286870242	8.14343423678486	6.33664044640873	7.9696455356034	2.90017170847176
UCHL1	0	0.367371065648529	0	8.54268367489103	0	9.1907188254239	0	9.53807250273785	6.55750199425594	8.12039341559244	6.71973178399549
UCHL3	7.06754032354166	6.94520970865249	6.90090685408919	7.65477921695952	5.34926795422766	7.32005870332463	8.8856166418299	3.91934008244201	1.24488705912353	1.1243281350022	0
UCP2	7.4769226939761	6.78135971352466	7.01753644867143	0	6.79423599005076	7.13531860526262	0	0	0	5.52010790163755	0
UFC1	7.19606233072159	7.94479989368428	8.4210128164813	7.08151006812092	6.55568639768713	7.37981669794072	7.21396175473547	5.80219321694183	0.344828496997441	6.83061027435791	0
UFD1L	6.55504501931292	6.04198762165136	9.15201632025355	7.02691069122452	4.279003298268	6.06017191979786	7.1654054736553	0	0	1.86789646399265	0
UQCRC1	8.41909915289028	8.26940724085404	6.96092655720518	6.07189135305663	6.10147721013444	8.87022976454416	8.59577359542673	8.35067403711449	8.40331033439433	9.7831292081978	0.71840073678525
UROD	6.00254889608193	5.72900887033786	10.4121741446019	7.26734852020245	5.52102966382948	7.50267732946589	7.60924786562756	0	0	0	0
UXT	7.62242123678255	7.99870324606075	8.14631175544781	7.81845435830465	7.19377271268858	7.62693740424919	7.37538602732898	1.87184364850932	6.15299460549244	8.15598191971587	0
VAMP8	9.02261756171098	8.06807959726576	8.84018204687207	0	10.2920372884597	5.88286789404291	8.64150923539524	0	0	0	0
VDAC3	9.10853707002246	8.30870307128211	9.48754065580663	8.82788252212139	8.60814495256387	8.50846577571259	9.29345718331723	10.0747703300031	6.70404195482129	8.43687807740704	2.70083912309663
VIM	0.96705063889912	7.68790052248075	6.04151281905519	11.1014504816311	0	3.24174748179678	8.74942087570725	1.66448284036468	9.40720402078761	9.08456924726053	1.76309702008846
VKORC1	6.45170101422034	6.25908413335355	6.82812098364756	8.07028198051675	5.46237864414727	7.58653289093333	7.15795284097519	0	0	7.84943637854997	0
VMP1	8.50229702917725	6.68622036502273	6.57871018156727	7.3127014727958	2.51813297104079	6.94055364801794	7.28894581709526	1.43295940727611	0	6.33199177823206	0
VPS25	8.11504217119604	7.89893387178018	8.31552567441357	7.63843591399047	2.98714304478718	7.10192205588292	8.50872425127656	0	0	6.72846476509253	0
VPS28	5.30535003106738	0	6.49471309242758	7.06371864015225	1.93978427345662	5.72956496633933	6.43344909321459	5.57470704641555	5.65191274464578	2.76128527336162	0.535194663945699
VPS29	8.61118295825134	8.4592266758085	8.57640904028174	9.27575204882853	8.01939437457937	7.86378660157055	8.86026468020708	6.04636009064731	8.83510297949099	5.9957106289071	0
WBP5	0	0	6.02299849863449	8.63397604163172	0	7.64277363610769	6.72866478660785	3.79805051476751	8.29094040240368	6.32571020751578	3.78471212698285
WBSCR22	7.55049741175093	6.49617470227977	8.07461606841887	7.22660486039603	5.66179196650951	7.09972705728649	7.33863154239931	0	6.75114232472695	6.42273758653753	0
WDR12	3.63109065524744	2.95046841415012	7.84284689601265	5.45877569908024	6.887879462504	7.28865019565126	6.22273683084922	0	0	5.12845838414693	0
WDR61	7.12296376623894	7.23333206768657	8.24259014318534	7.29535569289167	6.84831542181183	7.55241725767606	7.91009212441477	2.95977015521147	0	4.45154083301783	0
WRB	6.59476618868666	1.50589092972996	6.83137031541779	6.55305325276641	0	6.19518251449876	4.78466769251016	7.62021982550749	0.238786859587116	7.46817599465146	2.62093152954875
ZFAND6	8.29075593832715	7.07382023329167	6.9295947810228	7.5424902244917	2.26818189619773	8.09877543643294	6.12384296835686	5.57561487761963	0	6.70210340662939	0
ZNHIT3	6.83902919429441	3.0703893278914	7.18734488789492	6.37121034345557	3.80509718149636	7.71319067157872	6.20554885819549	1.41142624572647	0	4.01970191444255	0
ZNRD1	6.46372628920219	6.50000529209313	8.00656617917598	5.03077747199254	4.57783414462912	6.2749096095349	6.24257751916016	0	0	0	0
ZWINT	5.49785803462155	7.27248982393942	8.44942878681321	7.22448410023199	7.23046737953626	5.62933989810672	7.23877081546784	0	0	6.31505896631662	0
